69,Bata H/C III,22,71,7,772657256,,Ochen Lawrence,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
71,Bibia H/C III,5,85,7,774592062,,AFUKE STEWARD,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
72,Biddabugya H/C III,71,51,3,785732682,,hellen,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
74,Bihanga H/C III (Buhweju),109,52,13,781507660,,MWIJUKA PEREGIOUS,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
80,Bitereko H/C III,111,45,13,782444026,,Kwezi,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
83,Boroboro H/C III,54,36,24,777141157,,Araca morgan,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
84,Bubaare H/C III (Mbarara),63,44,20,773006481,,ayebare joshua,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
85,Bubulo H/C IV,57,65,12,752521805,,MASABA DWALE,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
87,Budaka H/C IV,8,43,9,782310948,,Gariel,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
88,Budondo H/C IV,28,21,12,782932700,,Kabanda Daniel,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
91,Bufumbo H/C IV,62,43,9,782664114,,Henry M,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
95,Bugambe H/C II (Hoima),24,18,5,782323029,,Bugonzi Ann,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
97,Bugembe H/C  IV,28,21,12,772323503,,NAMUKASA ESTHER,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
99,Bugiri Hospital,10,84,2,782309581,,Akello Neoline,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
100,Bugobero H/C IV,57,65,12,752521809,,Nalubuka Grace,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
101,Bugono H/C IV,26,19,2,712950841,,GALAGIRWA PETER,,,1,2014-07-14 11:37:14,samuel@trailanalytics.com
106,Buhunga H/C IV,81,54,13,701353844,,TUMUHERWE JONATHAN,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
107,Buikwe Hospital (St Charlse Lwanga),11,29,3,784470442,,Namukose Z Nusulah,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
111,Buremba H/C III,45,58,13,773007418,,Kizza Amon,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
113,Bukinda H/C III,30,23,13,775573662,,Musinguzi Innocent,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
114,Bukomero H/C IV,44,87,5,784713664,,Naluggwa Milly,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
116,Bukulula H/C IV,90,105,3,775430480,,Kyononeka Andrew,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
118,Bukuya H/C III,68,28,3,712134102,,NSANGI IRENE,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
120,Bulange H/C III,73,84,2,782553672,,AKOL DAVID OLUPOT,,,1,2014-07-14 11:37:37,samuel@trailanalytics.com
121,Buliisa H/C IV,14,10,5,774665077,,M Patrick,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
123,Bumanya H/C IV,34,74,2,782982003,,Wangala Benard,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
126,Bungokho Mutoto H/C III,62,43,9,704312235,,OCHOM BENARD,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
128,Bunyiiro H/C III,26,19,2,706028527,,Fred Wandira,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
129,Buraru H/C III,24,18,5,779547224,,Denis Arinaitwe,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
133,Busano H/C III,62,43,9,,,MABONGA  JULIUS,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
134,Busanza H/C IV,46,33,13,773219980,,Nizeymana Fred,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
135,Busesa H/C IV,26,19,2,783067378,,KAUMA HAJIRA,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
137,Bushenyi H/C IV,16,11,13,701283662,,kemitarizo,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
138,Bushenyi Medical Centre H/C III,16,11,23,774227522,,tusiimirwe sylvia,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
139,Bushikori H/C III,62,43,9,784959757,,Oliver,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
142,Busia H/C IV,17,76,9,777828568,elechualex@yahoo.com,Elechu Alex,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
145,Busiu H/C IV,62,43,9,752840585,,Mutonyi Esther,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
146,Butabika  Hospital,35,69,20,772848761,,Katende Misusera,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
148,Butema H/C III,24,18,5,773764156,,KAMULEGEYA WILIAM,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
149,Butenga H/C IV,93,105,3,779458995,,Matovu Robert,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
151,Butiru H/C III,57,65,12,772079346,,Butiya Tom,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
153,Buvuma H/C IV,19,30,15,756718744,,Namubiru Josephine,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
154,Buwaiswa H/C III,61,122,2,782899189,752229572,Mukesi JohnBosco,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
155,Buwambo H/C IV,86,124,3,772885227,,Nakabugo Harriet,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
158,Buwenge H/C IV,28,21,12,774532044,,NAKAGOLO ZAUJA,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
159,Buyamba H/C III-Rakai,80,55,8,754724490,,Yiga Paddy,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
160,Buyinja H/C IV,98,12,2,753876045,,Oundo Joseph,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
161,Buyoga H/C III,93,62,3,703871112,,NAMUGENYI HARRIET,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
162,Bwera Hospital,40,25,1,773981466,,TUGUME AMAYA GODWIN,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
163,Bwijanga H/C IV,60,42,5,783450600,,Aluko Daniel,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
164,Bwindi Community Hospital,38,27,13,774035916,,Bwengye Charlse,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
166,Bwizibwera H/C IV,63,44,20,701241770,,Kyobutungi Juliet,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
168,Chahafi H/C IV,46,33,13,,,Tumushime Phillipo,,,1,2014-07-14 11:37:15,samuel@trailanalytics.com
176,Cwero H/C III,23,17,7,778402703,,Onene Alfred,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
179,Dokolo H/C IV,22,71,7,751600060,,Allan,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
180,Endiinzi H/C III,27,59,13,787295718,,Mwakia Peter,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
181,Entebbe Grade A Hospital,86,14,3,752263100,cphl_entebbe@hpeprint.com,Kalule Gita,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
182,Etam H/C III,3,72,7,773115270,,Okello Francis,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
183,Family Health Resource Centre Kiruhura,45,58,4,785108327,,Geofrey K,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
184,Family Hope Centre Jinja,28,21,4,772819859,,Owora Rithah,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
185,Family Hope Centre Kampala,35,69,23,752528843,,CHRISTINE NALUMANSI,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
187,FortPortal R R Hospital,31,15,22,772339369,,tugume festo,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
188,Galiraaya H/C III,42,30,15,752398986,,Konga Betty,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
191,Gombe Hospital,88,16,3,775272856,,MUYINGO JAMES,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
192,Gulu Independent Hospital,23,17,25,779110252,,ARINDA ANDREW,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
193,Gulu Military Hospital (4th Division),23,17,6,778938159,,Openy Martine,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
194,Gulu Prison H/C III,23,17,25,754414873,,Engola Fabious,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
195,Gulu R R Hospital,23,17,22,779201168,,Nyafwono Lilian,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
197,Hamurwa H/C IV,123,23,13,775828838,,tumwesigye raymond,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
199,Hoima R R Hospital,24,18,22,775923299,,Kenganzi Florence,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
201,Ibanda Hospital,25,57,13,783406816,,BAGUMA GASTON,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
202,Ibuje H/C III,6,109,7,784485391,,okello boniface,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
203,Iceme H/C III,77,3,24,772085176,,Okwor Denis,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
204,Iganga Hospital,26,19,2,772621850,,baluka annerose,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
206,Iki  Iki H/C III,8,43,9,779035400,,NKABI PAUL,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
207,Inomo H/C III,6,109,7,774747520,,Adur Lidia,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
210,Ishongororo H/C IV,25,57,13,776534734,,Beijampora John,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
212,Itojo Hospital,75,20,13,702763260,,MUGENDA DAVID,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
213,Ivukula H/C III,73,74,2,774250829,,Sanyu Aisha,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
222,Jinja R R Hospital,28,21,22,712811359,,MUTESI SOPHIE,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
223,Kaabong Hospital,29,22,22,783712118,,Lapolot evelyne,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
224,Kabale R R Hospital,30,23,22,782407445,cphl-kampala@hpeprint.com,ikiriza eleaner,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
225,Kabarole Hospital C.O.U,31,15,1,782813064,,Baluku Hard,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
228,Kabira H/C III (Rakai),80,55,8,779294758,,KARUHANGA GEOFREY,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
231,Kabuwoko H/C III,80,55,8,782957686,,Nalubwama Maxensia,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
232,Kabuyanda H/C IV,27,59,13,782018727,,musinguzi abert,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
233,Kabwohe Clinical Research Centre,114,34,13,700636735,,Kalimu Denesi,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
234,Kabwohe H/C IV,114,34,13,777132750,,Lubega Sarah,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
235,Kabwoya H/C III,24,18,5,774642432,,ABITEGEKA LYDIA S,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
238,Kaderuna H/C III,8,43,9,783371407,,Kobba Imani,,,1,2014-07-14 11:37:16,samuel@trailanalytics.com
240,Kagando Hospital,40,25,17,712325628,,Abraham Muhindo,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
247,Kakuka H/C III,15,82,1,792111918,,BITEYO ASSA,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
249,Kakuuto H/C IV,80,55,8,700231923,,Matovu Jude,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
251,Kaladima H/C III,5,85,7,774922505,,Akak Rosemary,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
253,Kalangala H/C IV,33,103,27,774022611,,Ssemanda Denis,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
255,Kalisizo Hospital,80,55,8,706901900,,Nabagesera Gorreth,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
256,Kalongo Hospital,101,89,10,777761941,,Okidi Franco,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
257,Kalungu H/C III,90,105,3,782720124,,Muhoozi Shalif,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
259,Kambuga Hospital,38,27,13,772576219,,Rwakoojo,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
260,Kampala  Dispensary,35,69,5,,,,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
262,Kamuganguzi H/C III,30,23,13,,,KUKUNDA MARION,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
264,Kamukira H/C IV,30,23,13,771648484,,Godfrudo,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
265,Kamuli District Govt Hospital,36,67,2,784996449,,Nabiryo Prossy,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
266,Kamuli Mission Hospital,36,67,2,784457317,,MWANJA MARIAM,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
267,Kamwenge H/C III,37,106,1,772957997,,NAAMARA KEDRESS,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
268,Kamwezi   H/C IV,30,23,13,773524034,,Ayebare Felix,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
269,Kamwokya Christian Caring Community,35,69,10,777335365,,justine,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
272,Kangai H/C III,22,71,7,774222224,,Edaru Patrick,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
274,Kangulumira H/C IV,42,30,15,775547825,,nabayaza sophia,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
275,Kanoni H/C III (Kiruhura),45,58,13,782837423,,ANGELLA NATUKUNDA,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
276,Kanungu H/C IV,38,27,13,774521156,,Sabiti David,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
280,Kapeeka H/C III,71,51,3,771616533,,Namusoke Maureen,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
284,Karenga H/C IV,29,22,16,775899843,,Odong,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
286,Karungu H/C III (Buhweju),109,52,13,772830494,,Bashasha,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
289,Kasanga PHC III,40,25,1,773416108,,AMOS THEMBO,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
290,Kasangati H/C IV,86,69,3,772515796,,Nakitto Milly,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
291,Kasasa H/C III,80,55,8,700367349,,Nakku juliet,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
295,Kassanda H/C IV,68,28,3,775964900,,KAGGA TWAHA,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
299,Katabi Military Hospital,86,14,6,782872085,,akankwasa  allan,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
303,Katerera H/C III,113,56,13,784689180,,Masereka Moses,EID Clinic / maternity wing,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
305,Katimba H/C III,82,62,3,779212201,,Nanyonjo Eva,,,1,2014-07-14 11:37:17,samuel@trailanalytics.com
307,Katwe H/C III (Kasese),40,25,1,700245247,,Mbusa Nason,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
309,Kawempe H/C IV,35,69,5,782418874,,Paul,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
310,Kawempe Home Care,35,69,5,783270837,,John,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
311,Kawolo Hospital,11,29,22,772628151,,LYAKA GETRUDE,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
313,Kayunga Hospital,42,30,15,774642663,,Resty,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
314,Kazo H/C IV,45,58,13,774675175,,Roseline,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
317,Kibaale H/C IV,43,90,5,787574344,,Sunday,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
320,Kiboga Hospital,44,87,5,7755999701,,MUTWA D.,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
322,Kibuli Muslim Hospital,35,69,5,772318348,,Mugga AM,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
325,Kidera H/C IV,20,31,2,784747717,,LWANGA MATHIAS,,,1,2014-07-14 11:37:35,samuel@trailanalytics.com
328,Kiganda H/C IV,68,28,3,781498913,,NABAWANGA HARRIET,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
329,Kigandalo H/C IV,61,122,2,774725303,,Mpakwaluba Rose,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
331,Kigarama H/C III,114,34,13,782240597,,KATAATE,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
332,Kigorobya H/C IV,24,18,5,700604096,,Bwambale Rogers,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
333,Kihiihi H/C IV,38,27,13,775306238,,Makori Maurice Seremani,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
337,Kikuube H/C IV,24,18,5,774318380,,asaba robert,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
338,Kikyenkye H/C III,25,57,13,752401556,,John,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
340,Kilak H/C III,78,118,7,774336186,,Patrick,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
342,Kinoni H/C III (Lwengo),92,123,3,783557603,,Kansiime Annet,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
343,Kinoni H/C IV (Mbarara),63,44,20,775815620,,RICHARD BEMANYA,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
347,Kirema H/C III,71,51,3,782667396,,KATUMBA  ROBERT,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
349,Kiruhura H/C IV,45,58,13,752655890,,Nagasha Zerah,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
350,Kiryandongo Hospital,110,32,5,777409094,,Tibagambirwa Innocent,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
352,Kisiizi Hospital C.O.U (Rukungiri),81,54,21,775362708,,Asiimwe Samuel,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
355,Kisoro Hospital,46,33,13,782879611,,TURYAMUREBA MOHAMED,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
356,Kisubi Hospital,86,14,10,716380193,,Namagembe Ritah,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
357,Kiswa H/C IV,35,69,5,782439571,,Josephine,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
358,Kitagata  Hospital,114,34,13,782379703,,Lillian Ainembabazi,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
359,Kitebi H/C III,35,69,5,788400410,,kabarole francis,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
360,Kitgum General Hospital,47,70,7,784340824,,Aciro Angelina,,Art Clinic,1,2014-07-14 11:37:18,samuel@trailanalytics.com
361,Kitgum Matidi H/C III,47,70,7,782994849,,OTTO THOMAS,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
362,Kitimba H/C III,88,16,3,701362998,,Nanyonjo Eva,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
365,Kitovu Hospital,59,41,10,753612190,,Teopista,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
367,Kitwe H/C IV,75,20,13,782479505,,KANSIIME EVANS,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
368,Kityerera H/C IV,61,122,2,774157719,,babirye leah,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
369,Kiwangala H/C IV,92,123,3,704125961,,NAMUTEBI JUSTINE,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
370,Kiwoko Hospital,71,51,21,779652937,,Diana Nakirayi,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
372,Kiyumba H/C IV,59,41,3,,,NABULIME,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
373,Kiyunga H/C IV ( Luuka),97,19,2,782389973,,Birimuye Barbra,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
376,Koch Goma H/C III,106,73,7,779652419,,Akoko Christine,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
378,Kojja H/C IV,69,30,15,782861434,,kateregga margret,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
379,Kolonyi H/C III,62,43,24,,,Lami Sulaiman,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
380,Kotido H/C IV,49,35,16,788244922,,Ekay Paul,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
382,Kulikulinga H/C III,87,66,1,782316155,,ONZIMAA. SAMUEL,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
384,Kumi H/C IV,50,9,1,785872595,,Orion Isaac,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
385,Kumi Hospital,50,9,1,779466258,,Tita Joh Micheal,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
386,Kwera H/C III,22,71,7,774919190,,O Jacob,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
388,Kyabugimbi H/C IV,16,11,13,776554509,,EUSTUS KEMIREMBE,,,1,2014-07-14 11:37:18,samuel@trailanalytics.com
396,Kyazanga H/C IV,92,123,3,782343989,,Naluwu Irine,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
397,Kyebe H/C III,80,55,8,775734163,,Gumisiriza fenehance,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
399,Kyehoro H/C III,24,18,5,783706631,,James,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
403,Labworomor H/C III,23,17,7,711994021,,OTTO DAVID,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
405,Laguti H/C III,78,118,7,782274125,,Abong X,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
410,Laroo H/C III,23,17,7,783157225,,Agaba Samuel,,,1,2014-07-14 11:37:19,samuel@trailanalytics.com
